codigo_datasus;codigo_cid10;descricao
T477;T47.7;Intoxicação por eméticos
T478;T47.8;Intoxicação por outras substâncias que atuam primariamente sobre o aparelho gastrintestinal
T479;T47.9;Intoxicação por substância não especificada que atua primariamente sobre o aparelho gastrointestinal
T480;T48.0;Intoxicação por drogas ocitócicas
T481;T48.1;Intoxicação por relaxantes musculares esqueléticos [bloqueadores neuromusculares]
T482;T48.2;Intoxicação por outras substâncias e as não especificadas que atuam sobre os músculos
T483;T48.3;Intoxicação por antitussígenos
T484;T48.4;Intoxicação por expectorantes
T485;T48.5;Intoxicação por drogas anti-resfriado
T486;T48.6;Intoxicação por antiasmáticos não classificados em outra parte
T487;T48.7;Intoxicação por outras substâncias e as não especificadas que atuam primariamente sobre o aparelho respiratório
T490;T49.0;Intoxicação por antifúngicos, antiinfecciosos e antiinflamatórios de uso tópico, não classificados em outra parte
T491;T49.1;Intoxicação por antipruriginosos
T492;T49.2;Intoxicação por adstringentes e detergentes de uso local
T493;T49.3;Intoxicação por emolientes, demulcentes e protetores
T494;T49.4;Intoxicação por ceratolíticos, ceratoplásticos e outras drogas e preparados para o tratamento dos cabelos
T495;T49.5;Intoxicação por drogas e preparações de uso oftalmológico
T496;T49.6;Intoxicação por drogas e preparações de uso otorrinolaringológico
T497;T49.7;Intoxicação por drogas dentárias de uso tópico
T498;T49.8;Intoxicação por outras drogas de uso tópico
T499;T49.9;Intoxicação por preparado de uso tópico, não especificado
T500;T50.0;Intoxicação por mineralocorticóides e seus antagonistas
T501;T50.1;Intoxicação por diuréticos de alça
T502;T50.2;Intoxicação por inibidores da anidrase carbônica, benzotiazidas e outros diuréticos
T503;T50.3;Intoxicação por produtos que agem sobre o equilíbrio eletrolítico, calórico e hídrico
T504;T50.4;Intoxicação por drogas que agem sobre o metabolismo do ácido úrico
T505;T50.5;Intoxicação por inibidores do apetite
T506;T50.6;Intoxicação por antídotos e quelantes não classificados em outra parte
T507;T50.7;Intoxicação por analépticos e antagonistas dos receptores de opiáceos
T508;T50.8;Intoxicação por agentes de diagnóstico
T509;T50.9;Intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas
T510;T51.0;Efeito tóxico do etanol
T511;T51.1;Efeito tóxico do metanol
T512;T51.2;Efeito tóxico do 2-propanol
T513;T51.3;Efeito tóxico do óleo de fusel
T518;T51.8;Efeito tóxico de outros álcoois
T519;T51.9;Efeito tóxico de álcool não especificado
T520;T52.0;Efeito tóxico de derivados do petróleo
T521;T52.1;Efeito tóxico do benzeno
T522;T52.2;Efeito tóxico de homólogos do benzeno
T523;T52.3;Efeito tóxico de glicóis
T524;T52.4;Efeito tóxico de cetonas
T528;T52.8;Efeito tóxico de outros solventes orgânicos
T529;T52.9;Efeito tóxico de solvente orgânico não especificado
T530;T53.0;Efeito tóxico do tetracloreto de carbono
T531;T53.1;Efeito tóxico do clorofórmio
T532;T53.2;Efeito tóxico do tricloroetileno
T533;T53.3;Efeito tóxico do tetracloroetileno
T534;T53.4;Efeito tóxico do diclorometano
T535;T53.5;Efeito tóxico do clorofluorcarbono
T536;T53.6;Efeito tóxico de outros derivados halogênicos de hidrocarbonetos alifáticos
T537;T53.7;Efeito tóxico de derivados halogênicos de hidrocarbonetos aromáticos
T539;T53.9;Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos não especificados
T540;T54.0;Efeito tóxico do fenol e homólogos do fenol
T541;T54.1;Efeito tóxico de outros compostos corrosivos orgânicos
T542;T54.2;Efeito tóxico de ácidos corrosivos e substâncias semelhantes
T543;T54.3;Efeito tóxico de bases (álcalis) cáusticas(os) e substâncias semelhantes
T549;T54.9;Efeito tóxico de substância corrosiva não especificada
T55;T55;Efeito tóxico de sabões e detergentes
T560;T56.0;Efeito tóxico do chumbo e seus compostos
T561;T56.1;Efeito tóxico do mercúrio e seus compostos
T562;T56.2;Efeito tóxico do cromo e seus compostos
T563;T56.3;Efeito tóxico do cádmio e seus compostos
T564;T56.4;Efeito tóxico do cobre e seus compostos
T565;T56.5;Efeito tóxico do zinco e seus compostos
T566;T56.6;Efeito tóxico do estanho e seus compostos
T567;T56.7;Efeito tóxico do berilo e seus compostos
T568;T56.8;Efeito tóxico de outros metais
T569;T56.9;Efeito tóxico de metal, não especificado
T570;T57.0;Efeito tóxico do arsênico e seus compostos
T571;T57.1;Efeito tóxico do fósforo e seus compostos
T572;T57.2;Efeito tóxico do manganês e seus compostos
T573;T57.3;Efeito tóxico do cianeto de hidrogênio (ácido cianídrico)
T578;T57.8;Efeito tóxico de outras substâncias inorgânicas especificadas
T579;T57.9;Efeito tóxico de substância inorgânica não especificada
T58;T58;Efeito tóxico do monóxido de carbono
T590;T59.0;Efeito tóxico de óxidos de nitrogênio
T591;T59.1;Efeito tóxico do dióxido de enxofre
T592;T59.2;Efeito tóxico de formaldeído
T593;T59.3;Efeito tóxico do gás lacrimogêneo
T594;T59.4;Efeito tóxico do cloro gasoso
T595;T59.5;Efeito tóxico do fluoreto gasoso e ácido fluorídrico
T596;T59.6;Efeito tóxico do ácido sulfídrico
T597;T59.7;Efeito tóxico do dióxido de carbono
T598;T59.8;Efeito tóxico de outros gases, fumaças e vapores especificados
T599;T59.9;Efeito tóxico de gases, fumaças e vapores não especificados
T600;T60.0;Efeito tóxico de inseticidas organofosforados e carbamatos
T601;T60.1;Efeito tóxico de inseticidas halogenados
T602;T60.2;Efeito tóxico de outros inseticidas
T603;T60.3;Efeito tóxico de herbicidas e fungicidas
T604;T60.4;Efeito tóxico de rodenticidas
T608;T60.8;Efeito tóxico de outros pesticidas
T609;T60.9;Efeito tóxico de pesticida não especificado
T610;T61.0;Intoxicação pelo peixe ciguatera
T611;T61.1;Intoxicação por peixes escombrídeos
T612;T61.2;Outras intoxicações por peixes e mariscos
T618;T61.8;Efeito tóxico de outros frutos do mar
T619;T61.9;Efeito tóxico de frutos do mar não especificados
T620;T62.0;Efeito tóxico de ingestão de cogumelos
T621;T62.1;Efeito tóxico de ingestão de frutos
T622;T62.2;Efeito tóxico de ingestão de outras (partes de) plantas
T628;T62.8;Efeito tóxico de outras substâncias nocivas ingeridas como alimento
T629;T62.9;Efeito tóxico de substâncias nocivas ingeridas como alimento, não especificadas
T630;T63.0;Efeito tóxico do veneno de serpente
T631;T63.1;Efeito tóxico do veneno de outros répteis
T632;T63.2;Efeito tóxico do veneno de escorpião
T633;T63.3;Efeito tóxico do veneno de aranha
T634;T63.4;Efeito tóxico do veneno de outros artrópodes
T635;T63.5;Efeito tóxico de contato com peixe
T636;T63.6;Efeito tóxico de contato com outros animais marinhos
T638;T63.8;Efeito tóxico de contato com outros animais venenosos
T639;T63.9;Efeito tóxico de contato com animal venenoso não especificado
T64;T64;Efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos
T650;T65.0;Efeito tóxico de cianetos
T651;T65.1;Efeito tóxico da estricnina e seus sais
T652;T65.2;Efeito tóxico do tabaco e da nicotina
T653;T65.3;Efeito tóxico de nitroderivados e aminoderivados do benzeno e seus homólogos
T654;T65.4;Efeito tóxico do dissulfeto de carbono
T655;T65.5;Efeito tóxico da nitroglicerina e outros ácidos e ésteres nítricos
T656;T65.6;Efeito tóxico de tinturas e corantes, não classificadas em outra parte
T658;T65.8;Efeito tóxico de outras substâncias especificadas
T659;T65.9;Efeito tóxico de substância não especificada
T66;T66;Efeitos não especificados de radiação
T670;T67.0;Golpe de calor e insolação
T671;T67.1;Síncope devida ao calor
T672;T67.2;Cãibras devidas ao calor
T673;T67.3;Exaustão devida ao calor e à perda hídrica
T674;T67.4;Exaustão devida ao calor e à perda de sal
T675;T67.5;Exaustão devida ao calor, sem especificação
T676;T67.6;Fadiga transitória devida ao calor
T677;T67.7;Edema devido ao calor
T678;T67.8;Outros efeitos do calor e da luz
T679;T67.9;Efeito do calor e da luz não especificado
T68;T68;Hipotermia
T690;T69.0;Mão e pé de imersão
T691;T69.1;Congelamento [chilblains]
T698;T69.8;Outros efeitos especificados de temperatura reduzida
T699;T69.9;Efeito não especificado de temperatura reduzida
T700;T70.0;Otite barotraumática
T701;T70.1;Sinusite barotraumática
T702;T70.2;Outros efeitos das grandes altitude e os não especificados
T703;T70.3;Mal dos caixões [doença de descompressão]
T704;T70.4;Efeito dos fluidos em alta pressão
T708;T70.8;Outros efeitos da pressão atmosférica ou da pressão da água
T709;T70.9;Efeitos não especificados da pressão atmosférica ou da pressão da água
T71;T71;Asfixia
T730;T73.0;Efeitos da fome
T731;T73.1;Efeitos da sede
T732;T73.2;Exaustão devida às intempéries
T733;T73.3;Exaustão devido a um esforço intenso
T738;T73.8;Outros efeitos de privação
T739;T73.9;Efeito não especificado de privação
T740;T74.0;Abandono
T741;T74.1;Sevícias físicas
T742;T74.2;Abuso sexual
T743;T74.3;Abuso psicológico
T748;T74.8;Outras síndromes especificadas de maus tratos
T749;T74.9;Síndrome não especificada de maus tratos
T750;T75.0;Efeitos do raio
T751;T75.1;Afogamento e submersão não mortal
T752;T75.2;Efeitos da vibração
T753;T75.3;Doença causada pelo movimento
T754;T75.4;Efeitos da corrente elétrica
T758;T75.8;Outros efeitos especificados de causas externas
T780;T78.0;Choque anafilático devido à intolerância alimentar
T781;T78.1;Outras reações de intolerância alimentar não classificadas em outra parte
T782;T78.2;Choque anafilático não especificado
T783;T78.3;Edema angioneurótico
T784;T78.4;Alergia não especificada
T788;T78.8;Outros efeitos adversos não classificados em outra parte
T789;T78.9;Efeito adverso não especificado
T790;T79.0;Embolia gasosa (traumática)
T791;T79.1;Embolia gordurosa (traumática)
T792;T79.2;Hemorragia traumática secundária e recidivante
T793;T79.3;Infecção pós-traumática de ferimento não classificada em outra parte
T794;T79.4;Choque traumático
T795;T79.5;Anúria traumática
T796;T79.6;Isquemia muscular traumática
T797;T79.7;Enfisema subcutâneo de origem traumática
T798;T79.8;Outras complicações precoces de traumatismo
T799;T79.9;Complicação precoce não especificada de traumatismo
T800;T80.0;Embolia aérea subseqüentes à infusão, transfusão e injeção terapêutica
T801;T80.1;Complicações vasculares subseqüentes à infusão, transfusão e injeção terapêutica
T802;T80.2;Infecções subseqüentes à infusão, transfusão e injeção terapêutica
T803;T80.3;Reação de incompatibilidade ABO
T804;T80.4;Reação de incompatibilidade Rh
T805;T80.5;Choque anafilático devido a soro
T806;T80.6;Outras reações ao soro
T808;T80.8;Outras complicações subseqüentes à infusão, transfusão e injeção terapêutica
T809;T80.9;Complicação não especificada subseqüente à infusão, transfusão e injeção terapêutica
T810;T81.0;Hemorragia e hematoma complicando procedimento não classificado em outra parte
T811;T81.1;Choque durante ou resultante de procedimento não classificado em outra parte
T812;T81.2;Perfuração e laceração acidentais durante um procedimento não classificado em outra parte
T813;T81.3;Deiscência de ferida cirúrgica não classificada em outra parte
T814;T81.4;Infecção subseqüente a procedimento não classificada em outra parte
T815;T81.5;Corpo estranho deixado acidentalmente em cavidade corporal ou em ferida operatória subseqüente a procedimento
T816;T81.6;Reação aguda à substância estranha deixada acidentalmente durante um procedimento
T817;T81.7;Complicações vasculares subseqüentes a um procedimento não classificado em outra parte
T818;T81.8;Outras complicações de procedimentos não classificadas em outra parte
T819;T81.9;Complicação não especificada de procedimento
T820;T82.0;Complicação mecânica de prótese valvular cardíaca
T821;T82.1;Complicação mecânica de dispositivo eletrônico cardíaco
T822;T82.2;Complicação mecânica de enxerto de ponte coronária e implantes de valvas
T823;T82.3;Complicações mecânicas de outros enxertos vasculares
T824;T82.4;Complicação mecânica de cateter vascular de diálise
T825;T82.5;Complicações mecânicas de outros dispositivos e implantes cardiovasculares
T826;T82.6;Infecção e reação inflamatórias devidas à prótese valvular cardíaca
T827;T82.7;Infecção e reação inflamatórias devidas a outros dispositivos, implantes e enxertos cardíacos e vasculares
T828;T82.8;Outras complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares
T829;T82.9;Complicações não especificada de dispositivo protético, implante e enxerto cardíacos e vasculares
T830;T83.0;Complicação mecânica de cateter (de demora) urinário
T831;T83.1;Complicação mecânica de outros dispositivos e implantes urinários
T832;T83.2;Complicação mecânica de enxerto de órgão urinário
T833;T83.3;Complicação mecânica de dispositivo intra-uterino (anticoncepcional)
T834;T83.4;Complicação mecânica de outros dispositivos protéticos, implantes e enxertos do trato genital
T835;T83.5;Infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no aparelho urinário
T836;T83.6;Infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no trato genital
T838;T83.8;Outras complicações de dispositivos protéticos, implantes e enxertos geniturinários
